abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,genderless,total_stats,offense_defense_ratio,predicted_legendary
"Refrigerate, Snow Warning",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,59,7680,70,362,45,Tundra Pokémon,50,1000000,1.3,77,Amarusアマルス,Amaura,88.1,698,67,63,46,Rock,Ice,25.2,6,FALSE,FALSE,362,1.18,1.1935225284062577e-4
"Refrigerate, Snow Warning",1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,77,7680,70,521,45,Tundra Pokémon,72,1000000,2.7,123,Amarurugaアマルルガ,Aurorus,88.1,699,99,92,58,Rock,Ice,225,6,FALSE,FALSE,521,1.0694444444444444,0.025336101496712022
"Cute Charm, Pixilate",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,65,8960,70,525,45,Intertwining Pokémon,65,1000000,1,95,Nymphiaニンフィア,Sylveon,88.1,700,110,130,60,Fairy,None,23.5,6,FALSE,FALSE,525,1,0.017290300574730123
"Limber, Unburden, Mold Breaker",0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,92,5120,70,500,100,Wrestling Pokémon,75,1000000,0.8,78,Luchabullルチャブル,Hawlucha,50,701,74,63,118,Fighting,Flying,21.5,6,FALSE,FALSE,500,1.2266666666666666,1.0317518447484971e-9
"Cheek Pouch, Pickup, Plus",0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,58,5120,70,431,180,Antenna Pokémon,57,1000000,0.2,67,Dedenneデデンネ,Dedenne,50,702,81,67,101,Electric,Fairy,2.2,6,FALSE,FALSE,431,1.0175438596491229,0.004327159009248951
"Clear Body, Sturdy",0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,50,6400,70,500,60,Jewel Pokémon,150,1250000,0.3,50,Melecieメレシー,Carbink,NA,703,50,150,50,Rock,Fairy,5.7,6,FALSE,TRUE,500,0.3333333333333333,0.012606152315088666
"Sap Sipper, Hydration, Gooey",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,50,10240,35,300,45,Soft Tissue Pokémon,35,1250000,0.3,45,Numeraヌメラ,Goomy,50,704,55,75,40,Dragon,None,2.8,6,FALSE,FALSE,300,1.4285714285714286,2.742807882332367e-6
"Sap Sipper, Hydration, Gooey",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,75,10240,35,452,45,Soft Tissue Pokémon,53,1250000,0.8,68,Numeilヌメイル,Sliggoo,50,705,83,113,60,Dragon,None,17.5,6,FALSE,FALSE,452,1.4150943396226414,4.7104617925889557e-4
"Sap Sipper, Hydration, Gooey",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,100,10240,35,600,45,Dragon Pokémon,70,1250000,2,90,Numelgonヌメルゴン,Goodra,50,706,110,150,80,Dragon,None,150.5,6,FALSE,FALSE,600,1.4285714285714286,0.06604613171604783
"Prankster, Magician",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,80,5120,70,470,75,Key Ring Pokémon,91,800000,0.2,57,Cleffyクレッフィ,Klefki,50,707,80,87,75,Steel,Fairy,3,6,FALSE,FALSE,470,0.8791208791208791,0.010864467476029769
"Natural Cure, Frisk, Harvest",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,70,5120,70,309,120,Stump Pokémon,48,1000000,0.4,43,Bokureiボクレー,Phantump,50,708,50,60,38,Ghost,Grass,7,6,FALSE,FALSE,309,1.4583333333333333,5.7086259643364004e-6
"Natural Cure, Frisk, Harvest",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,110,5120,70,474,60,Elder Tree Pokémon,76,1000000,1.5,85,Ohrotオーロット,Trevenant,50,709,65,82,56,Ghost,Grass,71,6,FALSE,FALSE,474,1.4473684210526316,0.0015209047068729313
"Pickup, Frisk, Insomnia",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,66,5120,70,335,120,Pumpkin Pokémon,70,1000000,0.8,59,Bakecchaバケッチャ,Pumpkaboo,50,710,44,55,41,Ghost,Grass,15,6,FALSE,FALSE,335,0.9428571428571428,1.376711547043077e-5
"Pickup, Frisk, Insomnia",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,100,5120,70,494,60,Pumpkin Pokémon,122,1000000,1.7,85,Pumpjinパンプジン,Gourgeist,50,711,58,75,54,Ghost,Grass,39,6,FALSE,FALSE,494,0.819672131147541,0.0029891744393748527
"Own Tempo, Ice Body, Sturdy",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,69,5120,70,304,190,Ice Chunk Pokémon,85,1000000,1,55,Kachikohruカチコール,Bergmite,50,712,32,35,28,Ice,None,99.5,6,FALSE,FALSE,304,0.8117647058823529,6.414848955242201e-5
"Own Tempo, Ice Body, Sturdy",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,117,5120,70,514,55,Iceberg Pokémon,184,1000000,2,95,Crebaseクレベース,Avalugg,50,713,44,46,28,Ice,None,505,6,FALSE,FALSE,514,0.6358695652173914,0.0728286197510785
"Frisk, Infiltrator, Telepathy",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,30,5120,70,245,190,Sound Wave Pokémon,35,1000000,0.5,40,Onbatオンバット,Noibat,50,714,45,40,55,Flying,Dragon,8,6,FALSE,FALSE,245,0.8571428571428571,1.3731024269161409e-5
"Frisk, Infiltrator, Telepathy",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,70,5120,70,535,45,Sound Wave Pokémon,80,1000000,1.5,85,Onvernオンバーン,Noivern,50,715,97,80,123,Flying,Dragon,85,6,FALSE,FALSE,535,0.875,0.2014962840147663
Fairy Aura,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,131,30720,0,680,45,Life Pokémon,95,1250000,3,126,Xerneasゼルネアス,Xerneas,NA,716,131,98,99,Fairy,None,215,6,TRUE,TRUE,680,1.3789473684210527,0.7699181025445092
Dark Aura,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,131,30720,0,680,45,Destruction Pokémon,95,1250000,5.8,126,Yveltalイベルタル,Yveltal,NA,717,131,98,99,Dark,Flying,203,6,TRUE,TRUE,680,1.3789473684210527,0.8494355250705432
"Aura Break, Power Construct",1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,100,30720,0,708,3,Order Pokémon,121,1250000,5,216,Zygarde (10% Forme)ジガルデ,Zygarde,NA,718,91,95,85,Dragon,Ground,284.6,6,TRUE,TRUE,708,0.8264462809917356,0.7325519974858616
Clear Body,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,160,6400,70,700,3,Jewel Pokémon,110,1250000,0.7,50,Diancieディアンシー,Diancie,NA,719,160,110,110,Rock,Fairy,8.8,6,TRUE,TRUE,700,1.4545454545454546,0.9176434320730379
Magician,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,160,30720,100,680,3,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),60,1250000,NA,80,Hoopa (imashimerareshi Hoopa)フーパ,Hoopa,NA,720,170,130,80,Psychic,Ghost,NA,6,TRUE,TRUE,680,2.6666666666666665,0.9835735250576882
Water Absorb,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,110,30720,100,600,3,Steam Pokémon,120,1250000,1.7,80,Volcanionボルケニオン,Volcanion,NA,721,130,90,70,Fire,Water,195,6,TRUE,TRUE,600,0.9166666666666666,0.40267244669643937
"Overgrow, Long Reach",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,55,3840,70,320,45,Grass Quill Pokémon,55,1059860,0.3,68,Mokurohモクロー,Rowlet,88.1,722,50,50,42,Grass,Flying,1.5,7,FALSE,FALSE,320,1,3.890467296732506e-4
"Overgrow, Long Reach",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,75,3840,70,420,45,Blade Quill Pokémon,75,1059860,0.7,78,Fukuthrowフクスロー,Dartrix,88.1,723,70,70,52,Grass,Flying,16,7,FALSE,FALSE,420,1,0.011367046557681422
"Overgrow, Long Reach",1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,107,3840,70,530,45,Arrow Quill Pokémon,75,1059860,1.6,78,Junaiperジュナイパー,Decidueye,88.1,724,100,100,70,Grass,Ghost,36.6,7,FALSE,FALSE,530,1.4266666666666667,0.3227405843487513
"Blaze, Intimidate",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,3840,70,320,45,Fire Cat Pokémon,40,1059860,0.4,45,Nyabbyニャビー,Litten,88.1,725,60,40,70,Fire,None,4.3,7,FALSE,FALSE,320,1.625,7.934355025468053e-4
"Blaze, Intimidate",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,3840,70,420,45,Fire Cat Pokémon,50,1059860,0.7,65,Nyaheatニャヒート,Torracat,88.1,726,80,50,90,Fire,None,25,7,FALSE,FALSE,420,1.7,0.022920704128214446
"Blaze, Intimidate",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,115,3840,70,530,45,Heel Pokémon,90,1059860,1.8,95,Gaogaenガオガエン,Incineroar,88.1,727,80,90,60,Fire,Dark,83,7,FALSE,FALSE,530,1.2777777777777777,0.4929684363028265
"Torrent, Liquid Voice",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,3840,70,320,45,Sea Lion Pokémon,54,1059860,0.4,50,Ashimariアシマリ,Popplio,88.1,728,66,56,40,Water,None,7.5,7,FALSE,FALSE,320,1,2.7769455434160993e-4
"Torrent, Liquid Voice",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,69,3840,70,420,45,Pop Star Pokémon,69,1059860,0.6,60,Osyamariオシャマリ,Brionne,88.1,729,91,81,50,Water,None,17.5,7,FALSE,FALSE,420,1,0.008139177342660498
"Torrent, Liquid Voice",0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,74,3840,70,530,45,Soloist Pokémon,74,1059860,1.8,80,Ashireneアシレーヌ,Primarina,88.1,730,126,116,60,Water,Fairy,44,7,FALSE,FALSE,530,1,0.25379100596102666
"Keen Eye, Skill Link, Pickup",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,75,3840,70,265,255,Woodpecker Pokémon,30,1000000,0.3,35,Tsutsukeraツツケラ,Pikipek,50,731,30,30,65,Normal,Flying,1.2,7,FALSE,FALSE,265,2.5,1.7070120085937855e-5
"Keen Eye, Skill Link, Pickup",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,355,120,Bugle Beak Pokémon,50,1000000,0.6,55,Kerarappaケララッパ,Trumbeak,50,732,40,50,75,Normal,Flying,14.8,7,FALSE,FALSE,355,1.7,3.5932341945604866e-4
"Keen Eye, Skill Link, Sheer Force",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,3840,70,485,45,Cannon Pokémon,75,1000000,1.1,80,Dodekabashiドデカバシ,Toucannon,50,733,75,75,60,Normal,Flying,26,7,FALSE,FALSE,485,1.6,0.028488136669705084
"Stakeout, Strong Jaw, Adaptability",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,253,255,Loitering Pokémon,30,1000000,0.4,48,Youngooseヤングース,Yungoos,50,734,30,30,45,Normal,None,6,7,FALSE,FALSE,253,2.3333333333333335,1.1370669496154861e-5
"Stakeout, Strong Jaw, Adaptability",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,418,127,Stakeout Pokémon,60,1000000,0.7,88,Dekagooseデカグース,Gumshoos,50,735,55,60,45,Normal,None,14.2,7,FALSE,FALSE,418,1.8333333333333333,0.003024852947478023
Swarm,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,62,3840,70,300,255,Larva Pokémon,45,1000000,0.4,47,Agojimushiアゴジムシ,Grubbin,50,736,55,45,46,Bug,None,4.4,7,FALSE,FALSE,300,1.3777777777777778,1.71073891147708e-4
Battery,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,82,3840,70,400,120,Battery Pokémon,95,1000000,0.5,57,Dendimushiデンヂムシ,Charjabug,50,737,55,75,36,Bug,Electric,10.5,7,FALSE,FALSE,400,0.8631578947368421,0.005029329723953797
Levitate,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,3840,70,500,45,Stag Beetle Pokémon,90,1000000,1.5,77,Kuwagannonクワガノン,Vikavolt,50,738,145,75,43,Bug,Electric,45,7,FALSE,FALSE,500,0.7777777777777778,0.1299264546764048
"Hyper Cutter, Iron Fist, Anger Point",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,82,5120,70,338,225,Boxing Pokémon,57,1000000,0.6,47,Makenkaniマケンカニ,Crabrawler,50,739,42,47,63,Fighting,None,7,7,FALSE,FALSE,338,1.4385964912280702,6.604098715718697e-11
"Hyper Cutter, Iron Fist, Anger Point",0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,132,5120,70,478,60,Woolly Crab Pokémon,77,1000000,1.7,97,Kekenkaniケケンカニ,Crabominable,50,740,62,67,43,Fighting,Ice,180,7,FALSE,FALSE,478,1.7142857142857142,7.558438160069743e-9
Dancer,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,70,5120,70,476,45,Dancing Pokémon,70,1000000,0.6,75,Odoridori (pachipachi Style)オドリドリ,Oricorio,24.6,741,98,70,93,Fire,Flying,3.4,7,FALSE,FALSE,476,1,0.13511509371605787
"Honey Gather, Shield Dust, Sweet Veil",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,45,5120,70,304,190,Bee Fly Pokémon,40,1000000,0.1,40,Abulyアブリー,Cutiefly,50,742,55,40,84,Bug,Fairy,0.2,7,FALSE,FALSE,304,1.125,1.958802412414697e-4
"Honey Gather, Shield Dust, Sweet Veil",0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,55,5120,70,464,75,Bee Fly Pokémon,60,1000000,0.2,60,Aburibbonアブリボン,Ribombee,50,743,95,70,124,Bug,Fairy,0.5,7,FALSE,FALSE,464,0.9166666666666666,0.04226938681106074
"Keen Eye, Vital Spirit, Steadfast",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,65,3840,70,280,190,Puppy Pokémon,40,1000000,0.5,45,Iwankoイワンコ,Rockruff,50,744,30,40,60,Rock,None,9.2,7,FALSE,FALSE,280,1.625,1.1466328886012868e-4
"Keen Eye, Sand Rush, Steadfast, Keen Eye, Vital Spirit, No Guard",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,115,3840,70,487,90,Wolf Pokémon,75,1000000,NA,85,Lugarugan (mahiru No Sugata)ルガルガン,Lycanroc,50,745,55,75,82,Rock,None,NA,7,FALSE,FALSE,487,1.5333333333333334,0.11257003401107704
Schooling,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,140,3840,70,620,60,Small Fry Pokémon,130,800000,0.2,45,Yowashi (tandoku No Sugata)ヨワシ,Wishiwashi,50,746,140,135,30,Water,None,0.3,7,FALSE,FALSE,620,1.0769230769230769,0.8774758222556862
"Merciless, Limber, Regenerator",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,53,5120,70,305,190,Brutal Star Pokémon,62,1000000,0.4,50,Hidoideヒドイデ,Mareanie,50,747,43,52,45,Poison,Water,8,7,FALSE,FALSE,305,0.8548387096774194,1.0329265669763572e-10
"Merciless, Limber, Regenerator",0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,63,5120,70,495,75,Brutal Star Pokémon,152,1000000,0.7,50,Dohidoideドヒドイデ,Toxapex,50,748,53,142,35,Poison,Water,14.5,7,FALSE,FALSE,495,0.4144736842105263,6.425528109102673e-8
"Own Tempo, Stamina, Inner Focus",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,100,5120,70,385,190,Donkey Pokémon,70,1000000,1,70,Dorobankoドロバンコ,Mudbray,50,749,45,55,45,Ground,None,110,7,FALSE,FALSE,385,1.4285714285714286,0.003679708717132428
"Own Tempo, Stamina, Inner Focus",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,125,5120,70,500,60,Draft Horse Pokémon,100,1000000,2.5,100,Banbadoroバンバドロ,Mudsdale,50,750,55,85,35,Ground,None,920,7,FALSE,FALSE,500,1.25,0.15348238185755023
"Water Bubble, Water Absorb",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,40,3840,70,269,200,Water Bubble Pokémon,52,1000000,0.3,38,Shizukumoシズクモ,Dewpider,50,751,40,72,27,Water,Bug,4,7,FALSE,FALSE,269,0.7692307692307693,4.940162230687431e-5
"Water Bubble, Water Absorb",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,70,3840,70,454,100,Water Bubble Pokémon,92,1000000,1.8,68,Onishizukumoオニシズクモ,Araquanid,50,752,50,132,42,Water,Bug,82,7,FALSE,FALSE,454,0.7608695652173914,0.02529037331515911
"Leaf Guard, Contrary",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,55,5120,70,250,190,Sickle Grass Pokémon,35,1000000,0.3,40,Karikiriカリキリ,Fomantis,50,753,50,35,35,Grass,None,1.5,7,FALSE,FALSE,250,1.5714285714285714,3.637857706894566e-5
"Leaf Guard, Contrary",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,105,5120,70,480,75,Bloom Sickle Pokémon,90,1000000,0.9,70,Lalantesラランテス,Lurantis,50,754,80,90,45,Grass,None,18.5,7,FALSE,FALSE,480,1.1666666666666667,0.08060803536383992
"Illuminate, Effect Spore, Rain Dish",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,35,5120,70,285,190,Illuminating Pokémon,55,1000000,0.2,40,Nemasyuネマシュ,Morelull,50,755,65,75,15,Grass,Fairy,1.5,7,FALSE,FALSE,285,0.6363636363636364,1.1897739630694713e-4
"Illuminate, Effect Spore, Rain Dish",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,45,5120,70,405,75,Illuminating Pokémon,80,1000000,1,60,Mashadeマシェード,Shiinotic,50,756,90,100,30,Grass,Fairy,11.5,7,FALSE,FALSE,405,0.5625,0.006871502853672931
"Corrosion, Oblivious",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,44,5120,70,320,120,Toxic Lizard Pokémon,40,1000000,0.6,48,Yatoumoriヤトウモリ,Salandit,88.1,757,71,40,77,Poison,Fire,4.8,7,FALSE,FALSE,320,1.1,1.716468021241128e-10
"Corrosion, Oblivious",0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,64,5120,70,480,45,Toxic Lizard Pokémon,60,1000000,1.2,68,Ennewtエンニュート,Salazzle,0,758,111,60,117,Poison,Fire,22.2,7,FALSE,FALSE,480,1.0666666666666667,3.866718621022397e-8
"Fluffy, Klutz, Cute Charm",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,75,3840,70,340,140,Flailing Pokémon,50,1000000,0.5,70,Nuikogumaヌイコグマ,Stufful,50,759,45,50,50,Normal,Fighting,6.8,7,FALSE,FALSE,340,1.5,2.162625917054606e-4
"Fluffy, Klutz, Unnerve",0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,125,3840,70,500,70,Strong Arm Pokémon,80,1000000,2.1,120,Kiterugumaキテルグマ,Bewear,50,760,55,60,60,Normal,Fighting,135,7,FALSE,FALSE,500,1.5625,0.04646427589807266
"Leaf Guard, Oblivious, Sweet Veil",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,30,5120,70,210,235,Fruit Pokémon,38,1059860,0.3,42,Amakajiアマカジ,Bounsweet,0,761,30,38,32,Grass,None,3.2,7,FALSE,FALSE,210,0.7894736842105263,9.390326902340804e-6
"Leaf Guard, Oblivious, Sweet Veil",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,5120,70,290,120,Fruit Pokémon,48,1059860,0.7,52,Amamaikoアママイコ,Steenee,0,762,40,48,62,Grass,None,8.2,7,FALSE,FALSE,290,0.8333333333333334,1.409214226550834e-4
"Leaf Guard, Queenly Majesty, Sweet Veil",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,120,5120,70,510,45,Fruit Pokémon,98,1059860,1.2,72,Amajoアマージョ,Tsareena,0,763,50,98,72,Grass,None,21.4,7,FALSE,FALSE,510,1.2244897959183674,0.19491740053065446
"Flower Veil, Triage, Natural Cure",0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,52,5120,70,485,60,Posy Picker Pokémon,90,800000,0.1,51,Cuwawaキュワワー,Comfey,24.6,764,82,110,100,Fairy,None,0.3,7,FALSE,FALSE,485,0.5777777777777777,0.06548486408867221
"Inner Focus, Telepathy, Symbiosis",2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,60,5120,70,490,45,Sage Pokémon,80,1250000,1.5,90,Yareyuutanヤレユータン,Oranguru,50,765,90,110,60,Normal,Psychic,76,7,FALSE,FALSE,490,0.75,0.03356679444234022
"Receiver, Defiant",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,490,45,Teamwork Pokémon,90,1250000,2,100,Nagetukesaruナゲツケサル,Passimian,50,766,40,60,80,Fighting,None,82.8,7,FALSE,FALSE,490,1.3333333333333333,1.1347105109742379e-8
Wimp Out,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,35,5120,70,230,90,Turn Tail Pokémon,40,1000000,0.5,25,Kosokumushiコソクムシ,Wimpod,50,767,20,30,80,Bug,Water,12,7,FALSE,FALSE,230,0.875,1.599343814430454e-5
Emergency Exit,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,125,5120,70,530,45,Hard Scale Pokémon,140,1000000,2,75,Gusokumushaグソクムシャ,Golisopod,50,768,60,90,40,Bug,Water,108,7,FALSE,FALSE,530,0.8928571428571429,0.2919640937092187
"Water Compaction, Sand Veil",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,55,3840,70,320,140,Sand Heap Pokémon,80,1000000,0.5,55,Sunabaスナバァ,Sandygast,50,769,70,45,15,Ghost,Ground,70,7,FALSE,FALSE,320,0.6875,1.278148044141874e-4
"Water Compaction, Sand Veil",0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,75,3840,70,480,60,Sand Castle Pokémon,110,1000000,1.3,85,Sirodethnaシロデスナ,Palossand,50,770,100,75,35,Ghost,Ground,250,7,FALSE,FALSE,480,0.6818181818181818,0.027990712724234663
"Innards Out, Unaware",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,3840,70,410,60,Sea Cucumber Pokémon,130,800000,0.3,55,Namakobushiナマコブシ,Pyukumuku,50,771,30,130,5,Water,None,1.2,7,FALSE,FALSE,410,0.46153846153846156,0.005815041036708992
Battle Armor,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,534,3,Synthetic Pokémon,95,1250000,1.9,95,Type: Nullタイプ：ヌル,Type: Null,NA,772,95,95,59,Normal,None,120.5,7,FALSE,TRUE,534,1,0.13350525164978846
RKS System,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,30720,0,570,3,Synthetic Pokémon,95,1250000,2.3,95,Silvadyシルヴァディ,Silvally,NA,773,95,95,95,Normal,None,100.5,7,FALSE,TRUE,570,1,0.3426693929539445
Shields Down,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,100,6400,70,500,30 (Meteorite)255 (Core),Meteor Pokémon,60,1059860,0.3,60,Metenoメテノ,Minior,NA,774,100,60,120,Rock,Flying,40,7,FALSE,TRUE,500,1.6666666666666667,0.16457175332441754
Comatose,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,115,5120,70,480,45,Drowsing Pokémon,65,1250000,0.4,65,Nekkoaraネッコアラ,Komala,50,775,75,95,65,Normal,None,19.9,7,FALSE,FALSE,480,1.7692307692307692,0.024158671772763395
Shell Armor,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,78,5120,70,485,70,Blast Turtle Pokémon,135,1000000,2,60,Bakugamesバクガメス,Turtonator,50,776,91,85,36,Fire,Dragon,212,7,FALSE,FALSE,485,0.5777777777777777,0.17483424630626834
"Iron Barbs, Lightningrod, Sturdy",0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1,98,2560,70,435,180,Roly-Poly Pokémon,63,1000000,0.3,65,Togedemaruトゲデマル,Togedemaru,50,777,40,73,96,Electric,Steel,3.3,7,FALSE,FALSE,435,1.5555555555555556,0.07130667665528183
Disguise,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1,90,5120,70,476,45,Disguise Pokémon,80,1000000,0.2,55,Mimikkyuミミッキュ,Mimikyu,50,778,50,105,96,Ghost,Fairy,0.7,7,FALSE,FALSE,476,1.125,0.024532327400758617
"Dazzling, Strong Jaw, Wonder Skin ",2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5,105,3840,70,475,80,Gnash Teeth Pokémon,70,1000000,0.9,68,Hagigishiriハギギシリ,Bruxish,50,779,70,70,92,Water,Psychic,19,7,FALSE,FALSE,475,1.5,0.05017817984458025
"Berserk, Sap Sipper, Cloud Nine",1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5,60,5120,70,485,70,Placid Pokémon,85,1000000,3,78,Jijilongジジーロン,Drampa,50,780,135,91,36,Normal,Dragon,185,7,FALSE,FALSE,485,0.7058823529411765,0.028488136669705084
